Parsing Opcorpora --->
Parsing is finished
The results of processing:
 Слов рассмотренно : 981315
 Нераспознано слов : 19.856722866765512 %
 Точность определения леммы слова : 75.02315974492902 %
 Статистика по леммам :
---
наслаждавшийся 2 PRTF
капустный 2 ADJF
выпроводил 2 VERB
подбодрить 2 INFN
вафля 2 NOUN
морозильник 2 NOUN
натёк 2 VERB
мяукая 2 GRND
подорвать 2 INFN
священный 2 ADJF
сталкиваться 2 INFN
затеняю 2 VERB
замотан 2 PRTS
пустошь 2 NOUN
запоздал 2 VERB
неизбежен 2 ADJS
садню 2 VERB
оторопев 2 GRND
мычу 2 VERB
ступив 2 GRND
увеличиваться 2 INFN
робость 2 NOUN
паразит 2 NOUN
супермаркет 2 NOUN
встревожить 2 INFN
заколдовываю 2 VERB
прикладывая 2 GRND
пришибленный 2 PRTF
посеять 2 INFN
настойчивый 2 ADJF
дискредитировать 2 INFN
прилил 2 VERB
горшочек 2 NOUN
марево 2 NOUN
килограмм 2 NOUN
высококвалифицированный 2 ADJF
попадавший 2 PRTF
потерпевший 2 PRTF
хмельный 2 ADJF
носатый 2 ADJF
доедаю 2 VERB
кругленький 2 ADJF
сползая 2 GRND
сцепившийся 2 PRTF
секундочка 2 NOUN
предлагать 2 INFN
ухающий 2 PRTF
понравиться 2 INFN
свежее 2 COMP
отведён 2 PRTS
уверяя 2 GRND
надевший 2 PRTF
отделившись 2 GRND
штат 2 NOUN
раскалывающийся 2 PRTF
разгибаюсь 2 VERB
подвесить 2 INFN
наладился 2 VERB
застланный 2 PRTF
ребёночек 2 NOUN
врезаясь 2 GRND
пропасть 2 NOUN
выжатый 2 PRTF
предоставленный 2 PRTF
поколдовать 2 INFN
крапинка 2 NOUN
карусель 2 NOUN
пресмыкающийся 2 PRTF
попятившись 2 GRND
починенный 2 PRTF
выровнять 2 INFN
масштаб 2 NOUN
заканчивать 2 INFN
протискиваюсь 2 VERB
сгустился 2 VERB
топочу 2 VERB
потешаться 2 INFN
сточный 2 ADJF
везти 2 INFN
додуматься 2 INFN
антонин 2 NOUN
изготовил 2 VERB
оседаю 2 VERB
разгромленный 2 PRTF
поделом 2 ADVB
никудышный 2 ADJF
недопустимый 2 ADJF
подавляю 2 VERB
растревоженный 2 PRTF
волочу 2 VERB
изучив 2 GRND
воссоздать 2 INFN
ай-яй-яй 2 INTJ
изгнанник 2 NOUN
трясина 2 NOUN
лгать 2 INFN
замедлился 2 VERB
приличие 2 NOUN
прилететь 2 INFN
упрятать 2 INFN
придурковатый 2 ADJF
соученик 2 NOUN
гимнастический 2 ADJF
прокусил 2 VERB
бедро 2 NOUN
периодический 2 ADJF
приседаю 2 VERB
осквернять 2 INFN
испарина 2 NOUN
изогнув 2 GRND
сотрясаемый 2 PRTF
поразив 2 GRND
болотный 2 ADJF
кистевой 2 ADJF
подготовился 2 VERB
убеждая 2 GRND
звуковой 2 ADJF
неограниченный 2 ADJF
перечисляю 2 VERB
саксаул 2 NOUN
перуанский 2 ADJF
хвастлив 2 ADJS
обвешанный 2 PRTF
возродить 2 INFN
рассмешил 2 VERB
асфальт 2 NOUN
выражаюсь 2 VERB
психологический 2 ADJF
теннис 2 NOUN
вселяю 2 VERB
опоясывающий 2 PRTF
удовлетворил 2 VERB
тюремщик 2 NOUN
пробираю 2 VERB
пульверизатор 2 NOUN
стужа 2 NOUN
прекрасен 2 ADJS
являю 2 VERB
зоопарк 2 NOUN
посыпаю 2 VERB
сковавший 2 PRTF
мерен 2 ADJS
затрудняю 2 VERB
шепчущийся 2 PRTF
смеркалось 2 VERB
пламенеющий 2 PRTF
изрыгая 2 GRND
подмешиваю 2 VERB
австралийский 2 ADJF
выбрав 2 GRND
простодушно 2 ADVB
странновато 2 ADVB
респектабельный 2 ADJF
фаза 2 NOUN
преспокойно 2 ADVB
широк 2 ADJS
объясняющий 2 PRTF
расхаживающий 2 PRTF
подобающее 2 COMP
избежав 2 GRND
ориентация 2 NOUN
логик 2 NOUN
играя 2 GRND
успевая 2 GRND
теребя 2 GRND
гвоздика 2 NOUN
устремившись 2 GRND
отхватил 2 VERB
распахнуть 2 INFN
запятнавший 2 PRTF
прижать 2 INFN
одержимый 2 ADJF
истолковав 2 GRND
кусать 2 INFN
выпиваю 2 VERB
разминка 2 NOUN
хватился 2 VERB
отбиваться 2 INFN
изукрашенный 2 PRTF
лягнул 2 VERB
напоролся 2 VERB
штабель 2 NOUN
задворки 2 NOUN
исхитрился 2 VERB
тупорылый 2 ADJF
взмахиваю 2 VERB
унизить 2 INFN
предрекаю 2 VERB
подзаголовок 2 NOUN
раскисший 2 PRTF
подвергнувшийся 2 PRTF
положился 2 VERB
прижавшийся 2 PRTF
присоединившись 2 GRND
невредим 2 ADJS
растерзание 2 NOUN
заикаться 2 INFN
спица 2 NOUN
подцепить 2 INFN
сторожить 2 INFN
модно 2 ADVB
прелестен 2 ADJS
братство 2 NOUN
штрафовать 2 INFN
утопая 2 GRND
поленился 2 VERB
задетый 2 PRTF
подоткнул 2 VERB
стереосистема 2 NOUN
готовя 2 GRND
сгустившийся 2 PRTF
роюсь 2 VERB
напыщенно 2 ADVB
лауреат 2 NOUN
воскрешаю 2 VERB
машина 2 NOUN
выпуклость 2 NOUN
отчаявшись 2 GRND
отменен 2 ADJS
оповещать 2 INFN
валяющийся 2 PRTF
оливковый 2 ADJF
враньё 2 NOUN
выискивать 2 INFN
возникновение 2 NOUN
посмеиваться 2 INFN
засыпанный 2 PRTF
доносил 2 VERB
контраст 2 NOUN
охрип 2 VERB
чугунок 2 NOUN
пышен 2 ADJS
запятнанный 2 PRTF
тираж 2 NOUN
содержатель 2 NOUN
расправляя 2 GRND
размять 2 INFN
безуспешный 2 ADJF
посчастливится 2 VERB
незабвенный 2 ADJF
таинственно 2 ADVB
невесомость 2 NOUN
позволяюсь 2 VERB
древо 2 NOUN
наследие 2 NOUN
вышит 2 PRTS
салат 2 NOUN
дичайший 2 ADJF
понадеялся 2 VERB
добрейший 2 ADJF
сгорел 2 VERB
безболезненный 2 ADJF
террор 2 NOUN
переливавшийся 2 PRTF
подтвердив 2 GRND
объединился 2 VERB
мгла 2 NOUN
освальд 2 NOUN
щуплый 2 ADJF
бриллиантовый 2 ADJF
встречен 2 PRTS
изучавший 2 PRTF
юношеский 2 ADJF
напёк 2 VERB
карикатура 2 NOUN
разыскиваемый 2 PRTF
стоматолог 2 NOUN
блондин 2 NOUN
уплывавший 2 PRTF
объелся 2 VERB
полноте 2 PRCL
треклятый 2 ADJF
глуховатый 2 ADJF
возвращён 2 PRTS
изнеженный 2 PRTF
притом 2 CONJ
нулевой 2 ADJF
опозорил 2 VERB
очертил 2 VERB
заламывая 2 GRND
десятилетие 2 NOUN
семенящий 2 PRTF
отразивший 2 PRTF
безрассудство 2 NOUN
пастернак 2 NOUN
жрать 2 INFN
лопух 2 NOUN
грибок 2 NOUN
попугайчик 2 NOUN
объявив 2 GRND
набранный 2 PRTF
начертанный 2 PRTF
ворваться 2 INFN
посредственный 2 ADJF
клятва 2 NOUN
плечико 2 NOUN
душен 2 ADJS
раскидистый 2 ADJF
ощутить 2 INFN
фронт 2 NOUN
жучка 2 NOUN
нагрянуть 2 INFN
вскидывая 2 GRND
податься 2 INFN
цветовой 2 ADJF
божий 2 ADJF
расслабился 2 VERB
частичка 2 NOUN
вызывавший 2 PRTF
перекричал 2 VERB
пересказать 2 INFN
клубника 2 NOUN
отставил 2 VERB
пристанище 2 NOUN
безрадостно 2 ADVB
пристроившись 2 GRND
останавливая 2 GRND
помыл 2 VERB
явившись 2 GRND
кузнец 2 NOUN
сцапал 2 VERB
противиться 2 INFN
разлепив 2 GRND
вернувший 2 PRTF
вырвавшись 2 GRND
отвёз 2 VERB
фалда 2 NOUN
пиявка 2 NOUN
повествование 2 NOUN
стряхнув 2 GRND
приуныл 2 VERB
надлежащий 2 ADJF
обвислый 2 ADJF
просвистевший 2 PRTF
хозяйничаю 2 VERB
безвылазен 2 ADJS
пятикратный 2 ADJF
отразиться 2 INFN
крутиться 2 INFN
разросся 2 VERB
проболтался 2 VERB
тога 2 NOUN
бут 2 NOUN
налёг 2 VERB
искусанный 2 PRTF
машинка 2 NOUN
понявший 2 PRTF
приучить 2 INFN
отпихнуть 2 INFN
выронив 2 GRND
страшило 2 NOUN
погубил 2 VERB
виновность 2 NOUN
поседел 2 VERB
спиральный 2 ADJF
остолоп 2 NOUN
съездить 2 INFN
укоряю 2 VERB
хвостик 2 NOUN
кружечка 2 NOUN
поскандалил 2 VERB
свесив 2 GRND
повадка 2 NOUN
раскладывая 2 GRND
злоупотреблять 2 INFN
забытьё 2 NOUN
соединён 2 PRTS
ценюсь 2 VERB
комментаторский 2 ADJF
озабоченность 2 NOUN
посильнее 2 COMP
великоват 2 ADJS
подкрадываться 2 INFN
приязнь 2 NOUN
провинился 2 VERB
изнурительный 2 ADJF
призывно 2 ADVB
дурень 2 NOUN
ранюсь 2 VERB
раздеваться 2 INFN
премьер 2 NOUN
торгующий 2 PRTF
едко 2 ADVB
отрепетировать 2 INFN
притащивший 2 PRTF
пыхтение 2 NOUN
нежусь 2 VERB
кута 2 NOUN
вспять 2 ADVB
молочный 2 ADJF
возглавить 2 INFN
малкольм 2 NOUN
дробить 2 INFN
бревно 2 NOUN
перешедший 2 PRTF
нечистый 2 NOUN
мелководье 2 NOUN
разбиравший 2 PRTF
клаксон 2 NOUN
углубиться 2 INFN
отъезжаю 2 VERB
якшаясь 2 GRND
огласился 2 VERB
рассказчик 2 NOUN
пеший 2 ADJF
бокс 2 NOUN
маловероятный 2 ADJF
разжился 2 VERB
прозевал 2 VERB
непозволителен 2 ADJS
передушил 2 VERB
публичный 2 ADJF
проносясь 2 GRND
признан 2 PRTS
расслабленный 2 PRTF
превратившийся 2 PRTF
тройка 2 NOUN
разложен 2 PRTS
привязь 2 NOUN
просматривавший 2 PRTF
уполномочен 2 PRTS
прокравшийся 2 PRTF
котловый 2 ADJF
вручив 2 GRND
бледнею 2 VERB
накричал 2 VERB
сдержанный 2 PRTF
фортуна 2 NOUN
щипать 2 INFN
звучать 2 INFN
заскакиваю 2 VERB
морщинка 2 NOUN
завопить 2 INFN
контрастирую 2 VERB
свечка 2 NOUN
выискиваю 2 VERB
отводить 2 INFN
назойливый 2 ADJF
предотвратить 2 INFN
извлекать 2 INFN
простирался 2 VERB
новинка 2 NOUN
мрачноватый 2 ADJF
предупреждающе 2 ADVB
бородавка 2 NOUN
хмыкаю 2 VERB
квартирка 2 NOUN
управиться 2 INFN
оскорбить 2 INFN
отряхивая 2 GRND
оплот 2 NOUN
гармоника 2 NOUN
спираль 2 NOUN
нетающий 2 ADJF
ощутим 2 ADJS
поручаю 2 VERB
растрачен 2 PRTS
углубляюсь 2 VERB
тосковать 2 INFN
кипячусь 2 VERB
перекинуться 2 INFN
шевелящийся 2 PRTF
пантомима 2 NOUN
категорический 2 ADJF
перевес 2 NOUN
отхлебнув 2 GRND
посапываю 2 VERB
расправить 2 INFN
болтаться 2 INFN
закусочный 2 ADJF
колыхающийся 2 PRTF
зычный 2 ADJF
выволакиваю 2 VERB
пиршество 2 NOUN
небрит 2 ADJS
объединяться 2 INFN
слившийся 2 PRTF
занавесить 2 INFN
шутливый 2 ADJF
отлучка 2 NOUN
луговой 2 ADJF
топь 2 NOUN
успокоительно 2 ADVB
принюхиваясь 2 GRND
жвало 2 NOUN
вооружён 2 ADJS
пожить 2 INFN
удел 2 NOUN
доброжелательный 2 ADJF
пропитался 2 VERB
нанесение 2 NOUN
признавать 2 INFN
отмахнувшись 2 GRND
спрячься 2 INFN
пробиваю 2 VERB
вместилище 2 NOUN
энергичный 2 ADJF
хаос 2 NOUN
подозревающий 2 PRTF
шоу 2 NOUN
преддверие 2 NOUN
недосягаем 2 ADJS
кушать 2 INFN
восхищён 2 PRTS
развлекаться 2 INFN
упиваться 2 INFN
нещаден 2 ADJS
прохаживаясь 2 GRND
разгоняю 2 VERB
всемирен 2 ADJS
нюх 2 NOUN
застыв 2 GRND
выстиранный 2 PRTF
умолкаю 2 VERB
салон 2 NOUN
мания 2 NOUN
журналистка 2 NOUN
разрубленный 2 PRTF
невзирая 2 PREP
поплакал 2 VERB
бомбардирую 2 VERB
взяток 2 NOUN
вращение 2 NOUN
смущаю 2 VERB
высокоорганизованный 2 ADJF
вынюхивать 2 INFN
поливка 2 NOUN
рюмочка 2 NOUN
скрывшись 2 GRND
отделал 2 VERB
вразумил 2 VERB
прохлаждаться 2 INFN
выхватываю 2 VERB
ошалевший 2 PRTF
деррик 2 NOUN
дот 2 NOUN
провалил 2 VERB
разнюхал 2 VERB
вена 2 NOUN
завтракающий 2 PRTF
пропитавший 2 PRTF
цепкий 2 ADJF
переезд 2 NOUN
прокряхтел 2 VERB
обозрение 2 NOUN
бороздка 2 NOUN
мягкость 2 NOUN
заботливый 2 ADJF
караю 2 VERB
наведаться 2 INFN
коврижка 2 NOUN
отыгрался 2 VERB
осуществил 2 VERB
повышаю 2 VERB
пялиться 2 INFN
представлен 2 PRTS
мелкота 2 NOUN
продираться 2 INFN
созерцание 2 NOUN
одеваюсь 2 VERB
подзуживаю 2 VERB
выкроить 2 INFN
близившийся 2 PRTF
похоронный 2 ADJF
взрослый 2 ADJF
зацепить 2 INFN
